Name	Length	EffectiveLength	TPM	NumReads
FBgn0005695	2471.56	2300.58	8.67789	167
FBgn0036405	1232.76	1061.78	25.783	229
FBgn0063495	734	563.335	1.27326	6
FBgn0029906	1640	1469.02	21.8907	269
FBgn0033927	1348	1177.02	0.324345	3.193
FBgn0036509	2281	2110.02	48.2921	852.369
FBgn0051807	923.528	752.772	0.635229	4
FBgn0050383	966	795.201	6.46436	43
FBgn0033753	1940	1769.02	0	0
FBgn0030431	1309.02	1138.03	39.9174	380
FBgn0033551	1495.68	1324.7	46.8364	519
FBgn0260744	1614.63	1443.65	33.007	398.597
FBgn0262484	677	506.362	0	0
FBgn0019643	1368	1197.02	1.29831	13
FBgn0265356	4423.67	4252.68	0	0
FBgn0053856	493	322.458	0.025491	0.069
FBgn0030440	732	561.338	0	0
FBgn0047114	644	473.373	23.2688	92.139
FBgn0029521	1188	1017.02	5.99482	51
FBgn0050456	2537.6	2366.61	31.2173	618
FBgn0030921	744	573.332	0	0
FBgn0264443	2990.57	2819.59	0.042398	1
FBgn0026257	1291.55	1120.57	6.53094	61.218
FBgn0029799	1527.08	1356.09	3.88268	44.044
FBgn0038586	1034	863.017	23.9641	173
FBgn0033638	5634.45	5463.46	15.0978	689.999
FBgn0267849	1573.28	1402.3	59.419	697
FBgn0039088	2167	1996.02	0	0
FBgn0000056	1827.56	1656.62	0.167616	2.323
FBgn0035793	4786.15	4615.17	59.0583	2280
FBgn0026398	1421	1250.02	0	0
FBgn0261823	6051.73	5880.75	25.1664	1238
FBgn0036208	1431	1260.02	0	0
FBgn0085203	720	549.346	8.60113	39.525
FBgn0032462	1030	859.017	0	0
FBgn0260645	376	205.543	8.12579	13.971
FBgn0038280	1265	1094.02	0	0
FBgn0031529	805.511	634.808	58.3786	310
FBgn0029837	1895.04	1724.06	0.146047	2.107
FBgn0038638	2286.4	2115.41	34.9243	618
FBgn0038737	991	820.168	17.7824	122
FBgn0037323	1466	1295.02	0	0
FBgn0025815	2790	2619.02	68.5042	1500.8
FBgn0036390	355	184.552	0	0
FBgn0033079	1663	1492.02	23.5563	294
FBgn0261635	351	180.554	0	0
FBgn0031459	549.351	378.769	289.421	917
FBgn0262599	2062.08	1891.1	0.63215	9.999
FBgn0036212	1580.08	1409.1	1.06847	12.594
FBgn0031765	1820.87	1649.89	0.144913	2
FBgn0032520	2026.51	1855.52	3.41463	53
FBgn0027055	1679	1508.02	45.5822	575
FBgn0267608	526	355.431	0	0
FBgn0030807	508	337.447	3.18839	9
FBgn0036059	1856.98	1686	44.5282	628
FBgn0038658	648	477.37	2.0034	8
FBgn0039818	2764	2593.02	0.138309	3
FBgn0260869	413	242.502	0	0
FBgn0085346	1168	997.017	42.1845	351.821
FBgn0038356	437	266.482	0	0
FBgn0265598	2320.24	2149.26	5.94724	106.922
FBgn0024236	3470.98	3300	108.642	2999
FBgn0034914	1565.24	1394.25	175.427	2046
FBgn0086712	2033	1862.02	41.9883	654
FBgn0032704	1134	963.017	193.281	1557
FBgn0050098	809	638.299	0	0
FBgn0035109	1337	1166.02	10.9702	107
FBgn0036581	599.331	428.735	50.19	180
FBgn0031513	2035.22	1864.24	0.128251	2
FBgn0038796	979	808.182	3.8e-05	0
FBgn0035510	1014	843.017	0.567228	4
FBgn0039674	1623	1452.02	35.3199	429
FBgn0030341	1105.98	934.993	110.213	862
FBgn0036996	1477	1306.02	0.183069	2
FBgn0050296	2396.84	2225.86	0.214832	4
FBgn0035878	1787.55	1616.57	89.1841	1206
FBgn0262487	1000	829.017	0	0
FBgn0035761	2077.21	1906.23	19.912	317.508
FBgn0023197	1255.99	1085.09	0.330514	3
FBgn0035850	2061.41	1890.43	71.7112	1134
FBgn0260789	6094.83	5923.85	13.8841	688
FBgn0050417	843	672.271	0	0
FBgn0010423	665.427	494.798	0.241605	1
FBgn0017577	2452	2281.02	45.9209	876.204
FBgn0037448	4304.44	4133.46	0.144605	5.003
FBgn0032176	2623	2452.02	0	0
FBgn0032530	751	580.329	1.41562	6.872
FBgn0037370	1190	1019.02	44.345	378
FBgn0044328	2582.89	2411.91	0.049565	1
FBgn0032922	992.757	821.921	15.4497	106.222
FBgn0000317	7219.45	7048.46	15.7394	928.001
FBgn0085612	724	553.343	2.98938	13.837
FBgn0262473	4991.28	4820.29	63.6877	2568
FBgn0037515	1474.45	1303.47	54.386	593
FBgn0011708	1792.02	1621.04	82.3747	1117
FBgn0035931	1061	890.017	0.134318	1
FBgn0034288	977.5	806.668	0	0
FBgn0263697	1481	1310.02	31.4411	344.541
FBgn0032395	6470	6299.02	7.47752	394
FBgn0019890	4288.74	4117.75	51.154	1762
FBgn0030007	1699	1528.02	46.0027	588
FBgn0085470	1462	1291.02	30.1767	325.889
FBgn0036210	1067	896.017	10.0064	75
FBgn0261381	1529	1358.02	92.0554	1045.73
FBgn0035853	1175.71	1004.88	77.9882	655.553
FBgn0035170	2717	2546.02	0.422586	9
FBgn0051958	606	435.404	0	0
FBgn0052299	592	421.406	0.780693	2.752
FBgn0024983	1718.46	1547.48	11.2788	146
FBgn0037842	1017	846.017	29.3894	207.987
FBgn0260462	1879.27	1708.29	319.7	4568.46
FBgn0025740	6774.18	6603.19	20.7185	1144.4
FBgn0037416	1360	1189.02	0	0
FBgn0025777	2072.59	1901.61	30.8042	490.001
FBgn0053654	507	336.447	0.710635	2
FBgn0040362	1085	914.163	0	0
FBgn0015946	1699	1528.02	0.001736	0.022
FBgn0035258	863	692.191	0	0
FBgn0010398	1605.24	1434.26	6.91805	83
FBgn0031390	5402.06	5231.07	40.9069	1790
FBgn0026563	3425	3254.02	0	0
FBgn0017590	4052	3881.02	0	0
FBgn0016691	802	631.302	301.088	1590
FBgn0260634	7499.46	7328.48	22.6237	1386.9
FBgn0028870	1158	987.017	0	0
FBgn0032563	707	536.353	0	0
FBgn0261686	573.333	402.745	0	0
FBgn0053193	2231.06	2060.08	11.0837	191
FBgn0038701	1566	1395.02	0	0
FBgn0262787	1078	907.017	0	0
FBgn0032898	933	762.24	0	0
FBgn0011305	941.437	770.67	63.1926	407.381
FBgn0033326	1836	1665.02	0.071798	1
FBgn0035755	1851.35	1680.36	0.174604	2.454
FBgn0261933	729	558.34	75.1523	351
FBgn0034054	1472	1301.02	7.16713	78
FBgn0038961	1876	1705.02	15.6354	223
FBgn0063497	755	584.329	42.9631	210
FBgn0036952	1323.2	1152.22	0.311258	3
FBgn0030590	3828.66	3657.68	0.817087	25
FBgn0030640	2306	2135.02	2.38722	42.634
FBgn0031694	1709	1538.02	0.631659	8.127
FBgn0052521	1785.55	1614.57	200.061	2702
FBgn0003257	2039	1868.02	31.5377	492.807
FBgn0026873	842.067	671.34	61.2562	344
FBgn0027109	555.333	384.753	0	0
FBgn0261671	16324.3	16153.3	24.0004	3243
FBgn0031906	1326.22	1155.24	0.206963	2
FBgn0266410	2213.12	2042.14	266.318	4549.37
FBgn0029911	2642.26	2471.28	25.8146	533.646
FBgn0035601	1198.52	1027.53	203.25	1747
FBgn0264077	2449	2278.02	2.47557	47.174
FBgn0030761	2001.88	1830.9	21.089	322.987
FBgn0027087	2008.53	1837.54	129.733	1994.14
FBgn0265576	1397	1226.02	0.487537	5
FBgn0039872	2112.5	1941.52	0.123147	2
FBgn0037503	1230	1059.02	0	0
FBgn0032955	1962.13	1791.14	25.8294	387.001
FBgn0025833	3406	3235.02	0.110861	3
FBgn0262572	340	169.558	0	0
FBgn0010421	1118	947.017	22.5554	178.679
FBgn0035397	2994.46	2823.48	97.376	2299.86
FBgn0029766	1962.53	1791.55	1230.39	18439
FBgn0031432	1739.96	1568.98	0.304901	4.001
FBgn0025615	1193.74	1022.75	105.197	900
FBgn0039808	2345.93	2174.95	1.6074	29.244
FBgn0026136	912	741.241	0	0
FBgn0030563	907	736.241	0	0
FBgn0039955	3698.19	3527.2	9.0154	266
FBgn0260238	617	446.398	0.190282	0.711
FBgn0033357	356.665	186.216	211.209	329
FBgn0021738	1230	1059.02	0.939886	8.326
FBgn0038806	1020	849.017	27.5977	196
FBgn0000319	5647.19	5476.2	213.236	9768
FBgn0053463	474	303.468	0.393932	1
FBgn0261289	686	515.358	0	0
FBgn0051957	684.632	513.99	16.0483	69
FBgn0003328	4337.39	4166.41	17.7734	619.437
FBgn0036206	3007	2836.02	0.168611	4
FBgn0038903	530	359.425	21.2865	64
FBgn0032171	846.527	675.796	17.5127	99
FBgn0030796	2921.94	2750.96	272.816	6277.98
FBgn0032265	1371	1200.02	0	0
FBgn0031317	1801	1630.02	39.237	535
FBgn0039403	773	602.319	25.6034	129
FBgn0261838	1824	1653.02	3.36365	46.511
FBgn0020372	1755.88	1584.9	1.96113	26
FBgn0030991	1852	1681.02	168.401	2368
FBgn0037516	808.5	637.797	0	0
FBgn0036260	4014	3843.02	0.777681	25
FBgn0086908	3937	3766.02	31.8702	1004
FBgn0040670	630.888	460.267	10.3892	40
FBgn0035238	1144.16	973.18	65.8424	536
FBgn0039494	1317.82	1146.84	209.625	2011
FBgn0037671	1468	1297.02	258.444	2804
FBgn0040372	6646.98	6475.99	7.58699	411
FBgn0031563	577	406.408	0	0
FBgn0039737	1792.53	1621.55	244.834	3321
FBgn0262540	310	139.572	0	0
FBgn0028901	6001	5830.02	0	0
FBgn0037879	927.288	756.509	2.29576	14.528
FBgn0028530	1433	1262.02	16.6718	176
FBgn0261953	2015	1844.02	0	0
FBgn0032003	928	757.24	3.48286	22.062
FBgn0085234	960	789.214	0.454423	3
FBgn0038893	1222	1051.02	47.8857	421
FBgn0265668	343	172.557	0	0
FBgn0032793	1321.23	1150.25	28.5808	275
FBgn0037618	1141	970.017	0.246482	2
FBgn0023170	288	117.585	7844.65	7716
FBgn0260770	1468	1297.02	0.661965	7.182
FBgn0036733	2058	1887.02	21.793	344
FBgn0051955	683.588	512.94	64.7906	277.999
FBgn0031718	1127	956.017	0.125046	1
FBgn0034720	4443.7	4272.72	0.027979	1.001
FBgn0028500	4864.75	4693.76	24.1447	948
FBgn0033054	1690.51	1519.53	0.078673	0.999
FBgn0038463	1979	1808.02	21.206	320.721
FBgn0083936	306	135.573	0	0
FBgn0039461	859	688.252	26.5753	153
FBgn0004623	1466	1295.02	0.184624	2
FBgn0030261	637.431	466.818	0.768258	3
FBgn0001248	1658.88	1487.89	166.074	2067
FBgn0030365	1620	1449.02	48.2632	585
FBgn0030443	2033	1862.02	0	0
FBgn0034294	1691.16	1520.18	0.078639	1
FBgn0023550	1681	1510.02	0.159145	2.01
FBgn0259139	2115.54	1944.56	101.007	1643
FBgn0010357	942	771.155	0	0
FBgn0035880	3195.58	3024.6	3.75483	95
FBgn0034523	682	511.36	45.1195	193
FBgn0028833	1202	1031.02	109.688	946
FBgn0030457	1849.39	1678.4	23.597	331.3
FBgn0004913	3210.45	3039.47	44.1295	1122
FBgn0014870	3395	3224.02	22.009	593.558
FBgn0010894	2065	1894.02	4.92317	78
FBgn0035142	6702.45	6531.47	246.81	13484.6
FBgn0003980	630.5	459.884	0	0
FBgn0015509	3321.13	3150.15	71.6482	1888
FBgn0005659	3254.68	3083.7	0.130191	3.358
FBgn0031085	1226	1055.02	0.113312	1
FBgn0031528	1873.81	1702.83	0.140408	2
FBgn0039128	1029	858.017	9.75295	70
FBgn0263024	224	53.644	0	0
FBgn0039098	773	602.319	54.7793	276
FBgn0050222	1606.27	1435.29	0.02321	0.278
FBgn0037922	1319	1148.02	23.956	230.054
FBgn0038042	1194	1023.02	1.28542	11
FBgn0011259	7106.89	6935.91	2.77496	160.999
FBgn0051115	981	810.181	1.91821	13
FBgn0010039	746	575.33	113.451	546
FBgn0038808	464	293.47	95.2634	233.86
FBgn0085468	452.364	281.861	105.037	247.653
FBgn0030966	2115	1944.02	9.71608	158
FBgn0037261	1958.96	1787.98	66.3928	993
FBgn0034708	3197.42	3026.44	53.2467	1348
FBgn0037486	1509.11	1338.13	0.089338	1
FBgn0085235	857	686.255	0.1742	1
FBgn0030028	1102.17	931.188	2.69597	21
FBgn0035479	607	436.404	0	0
FBgn0037885	675.515	504.879	22.731	95.999
FBgn0265197	544	373.418	0	0
FBgn0000075	1784.33	1613.35	0.148196	2
FBgn0033344	918	747.241	1.43985	9
FBgn0030352	1116.79	945.81	27.1749	215
FBgn0004110	1664	1493.02	0.640559	8
FBgn0261530	2595.41	2424.43	15.6309	317
FBgn0036469	528.5	357.936	0	0
FBgn0032522	1198	1027.02	0	0
FBgn0038217	1006	835.017	0	0
FBgn0250785	2342.41	2171.43	46.4194	843.163
FBgn0022700	1473	1302.02	0.459079	5
FBgn0036545	1017.79	846.805	33.8814	240.001
FBgn0034069	1053	882.017	0	0
FBgn0030412	5106.31	4935.33	23.1178	954.396
FBgn0025629	923	752.24	98.1092	617.351
FBgn0265597	8544.73	8373.75	0.085884	6.016
FBgn0036030	1984.94	1813.96	22.473	340.999
FBgn0028991	3599	3428.02	3.16903	90.873
FBgn0002283	1324.87	1153.89	27.5582	266
FBgn0000451	2107.9	1936.92	0.061719	1
FBgn0005613	3651	3480.02	0.240464	7
FBgn0033164	676	505.363	0.236554	1
FBgn0029913	1576	1405.02	6.12611	72
FBgn0037412	1518.99	1348.01	0.088683	1
FBgn0259233	5000.33	4829.35	6.21325	251
FBgn0050106	2642	2471.02	0	0
FBgn0029821	1803.26	1632.27	5.41966	74
FBgn0034289	1991	1820.02	0	0
FBgn0000579	1779.58	1608.6	414.325	5575.12
FBgn0026174	656	485.366	3.36931	13.68
FBgn0039609	2127	1956.02	0.061117	1
FBgn0035581	13807	13636	0.078902	9
FBgn0027552	1089	918.017	110.168	846
FBgn0019686	2165.54	1994.56	32.537	542.863
FBgn0036476	2854	2683.02	5.61897	126.109
FBgn0085446	5938.79	5767.81	45.8371	2211.53
FBgn0004882	3899.67	3728.69	1.12608	35.122
FBgn0032437	1288	1117.02	0	0
FBgn0038872	4647.21	4476.23	32.8185	1228.84
FBgn0031258	6664.84	6493.86	2.0434	111
FBgn0025827	600	429.405	0	0
FBgn0064227	440	269.481	0.615574	1.388
FBgn0030624	1268.16	1097.18	0.108958	1
FBgn0028858	941.899	771.068	0.155039	1
FBgn0036250	1908	1737.02	0	0
FBgn0086610	660	489.364	0	0
FBgn0034642	1759.7	1588.72	0.22574	3
FBgn0004567	2346	2175.02	0.054963	1
FBgn0085311	568.5	397.917	0	0
FBgn0037036	883	712.242	0.335688	2
FBgn0030964	2161	1990.02	0	0
FBgn0039387	2202	2031.02	0.2943	5
FBgn0002036	2052	1881.02	3.42266	53.855
FBgn0037607	2235.3	2064.32	196.49	3393
FBgn0030943	1249	1078.02	52.0448	469.32
FBgn0031183	1577.3	1406.31	29.3241	344.963
FBgn0031176	393.098	222.624	0.536987	1
FBgn0086711	2329	2158.02	0.276981	5.001
FBgn0051681	949	778.227	0	0
FBgn0016698	1393	1222.02	30.3262	310
FBgn0267490	866	695.249	0	0
FBgn0001208	1647.5	1476.52	0	0
FBgn0033244	3340.19	3169.21	23.1208	612.942
FBgn0032817	12133	11962	17.4916	1750.24
FBgn0266762	1272	1101.02	1.2319	11.346
FBgn0029849	1784.53	1613.55	24.6716	333
FBgn0033101	1303	1132.02	56.815	538
FBgn0035478	588	417.406	0	0
FBgn0046876	901	730.241	0	0
FBgn0283472	3544.28	3373.3	130.946	3695
FBgn0002863	243	72.616	0	0
FBgn0085736	460	289.471	79.9375	193.563
FBgn0035923	4349.6	4178.61	11.7583	411
FBgn0028694	1208	1037.02	128.074	1111
FBgn0265185	1075.31	904.33	174.936	1323.35
FBgn0039727	10805.3	10634.3	7.75665	690
FBgn0026088	502.93	332.381	119.651	332.675
FBgn0262530	450	279.476	0	0
FBgn0034096	579	408.408	0	0
FBgn0034828	505	334.448	0	0
FBgn0026207	2566	2395.02	19.2669	386
FBgn0037126	725	554.342	3.45045	16
FBgn0000658	3551	3380.02	0.035368	1
FBgn0016041	1706.71	1535.72	61.4961	790
FBgn0031323	802	631.302	0	0
FBgn0003358	907	736.241	0.162373	1
FBgn0032846	1544.34	1373.36	14.1126	162.128
FBgn0053772	558	387.414	0	0
FBgn0029679	2721	2550.02	0	0
FBgn0085204	662	491.364	0.729881	3
FBgn0085438	2214	2043.02	4.22863	72.267
FBgn0035268	2536.44	2365.46	29.7163	588
FBgn0024944	3644.61	3473.63	0.068831	2
FBgn0011288	2233	2062.02	0.869627	15
FBgn0014024	3145.44	2974.46	42.6656	1061.58
FBgn0031042	1970.7	1799.71	2.98912	45
FBgn0262842	432	261.486	0	0
FBgn0030438	2804	2633.02	0.045403	1
FBgn0002522	2400.61	2229.62	0.107234	2
FBgn0040339	602	431.404	21.3373	77
FBgn0039944	3605.15	3434.16	16.535	474.997
FBgn0264273	4308.67	4137.68	0	0
FBgn0015522	1746	1575.02	8.57684	113
FBgn0037676	1754.72	1583.74	0.075483	1
FBgn0031224	905	734.241	37.1219	228
FBgn0033706	1296	1125.02	1.06261	10
FBgn0033337	2804	2633.02	5.08509	112
FBgn0030242	2292.9	2121.91	7.66205	136
FBgn0023458	11139	10968	46.9005	4303
FBgn0034791	888	717.242	46.9996	281.985
FBgn0036680	2676	2505.02	0.145054	3.04
FBgn0030949	1596	1425.02	0	0
FBgn0264552	945	774.232	0	0
FBgn0053337	2127	1956.02	0	0
FBgn0025387	3122.44	2951.46	0.54863	13.545
FBgn0015524	2907.29	2736.31	0.000269	0.008
FBgn0011204	2801	2630.02	54.227	1193
FBgn0023516	2003.97	1832.99	26.2771	402.907
FBgn0031673	1610.2	1439.22	101.254	1219
FBgn0035094	3550	3379.02	0.742956	21
FBgn0043010	1280.35	1109.37	30.319	281.356
FBgn0031585	1925	1754.02	0	0
FBgn0034394	2060	1889.02	0.063285	1
FBgn0037137	3026.81	2855.83	76.6043	1830
FBgn0261790	521	350.439	154.532	453
FBgn0035598	2101	1930.02	0	0
FBgn0085257	415	244.501	13.6903	28
FBgn0041706	1643.89	1472.91	0.162326	2
FBgn0263647	778	607.317	0	0
FBgn0003462	735.321	564.656	272.264	1286
FBgn0038519	1017	846.017	66.5542	471
FBgn0037071	1434.67	1263.69	16.4336	173.716
FBgn0259196	726	555.342	0	0
FBgn0051294	877	706.244	0	0
FBgn0038818	3524.86	3353.88	0.035644	1
FBgn0027499	4745.31	4574.33	16.5518	633.344
FBgn0037589	543	372.418	0	0
FBgn0032445	774.706	604.024	26.1248	132
FBgn0015721	2509.5	2338.52	0	0
FBgn0032208	8431	8260.02	75.4034	5210
FBgn0267882	678	507.362	0.000791	0.003
FBgn0002413	3172.29	3001.31	83.0879	2086
FBgn0002914	2810.82	2639.84	66.7908	1474.89
FBgn0028690	1897	1726.02	76.6027	1106
FBgn0033798	586	415.407	6.33116	22
FBgn0265834	629	458.384	0	0
FBgn0003082	1753.09	1582.11	51.9366	687.347
FBgn0038272	1510	1339.02	39.5505	443
FBgn0051116	4009.19	3838.2	3.11463	100.002
FBgn0011715	1335	1164.02	79.0798	770
FBgn0032001	716.307	545.653	57.2838	261.465
FBgn0033272	1558	1387.02	48.6106	564
FBgn0032800	3227	3056.02	7.39248	188.978
FBgn0035696	3547	3376.02	0	0
FBgn0025627	1097	926.017	1.80735	14
FBgn0045063	2691.01	2520.03	83.661	1763.58
FBgn0034326	627	456.388	1.3097	5
FBgn0262976	2286.76	2115.78	6.6346	117.422
FBgn0015296	1600	1429.02	79.3058	948
FBgn0039770	1529.51	1358.52	0.087996	1
FBgn0034091	2078.12	1907.14	38.476	613.815
FBgn0264362	785	614.31	0	0
FBgn0050099	762	591.325	0	0
FBgn0052762	838	667.272	0	0
FBgn0035926	337	166.559	0	0
FBgn0284442	2746.7	2575.72	43.5075	937.409
FBgn0015801	1656.08	1485.1	54.2547	674
FBgn0036237	1158	987.017	113.002	932.993
FBgn0053530	537.5	366.929	0	0
FBgn0033153	1495	1324.02	13.995	155
FBgn0264308	4130.47	3959.48	0.25833	8.557
FBgn0036448	5961	5790.02	44.1017	2136
FBgn0042182	3462.56	3291.58	1.43713	39.57
FBgn0266801	7137.71	6966.72	1.39725	81.427
FBgn0038202	3476	3305.02	0	0
FBgn0052053	1618	1447.02	0	0
FBgn0250819	2434.1	2263.12	1.16433	22.041
FBgn0038946	1037	866.104	0	0
FBgn0034454	1070	899.017	0	0
FBgn0030452	2156.6	1985.62	47.1121	782.518
FBgn0085382	4501	4330.02	0	0
FBgn0029693	3045.85	2874.87	18.6292	448
FBgn0035091	2407.11	2236.13	13.6325	255
FBgn0051268	1620.5	1449.52	0	0
FBgn0033135	1111.25	940.375	0.127125	1
FBgn0034097	708	537.352	0	0
FBgn0039140	2744.21	2573.22	27.9123	600.814
FBgn0035971	983	812.178	0	0
FBgn0014879	1169	998.017	83.968	701
FBgn0265523	13186	13015	147.944	16106.8
FBgn0033454	2523	2352.02	30.4961	600
FBgn0040297	4971.63	4800.64	27.6386	1109.89
FBgn0031550	1484	1313.02	0	0
FBgn0083977	2802.49	2631.5	6.31459	138.999
FBgn0002564	2501	2330.02	0.461761	9
FBgn0037741	3376	3205.02	8.6535	232
FBgn0030944	989	818.169	60.1521	411.68
FBgn0050096	1130	959.017	2.61774	21
FBgn0030584	668	497.364	45.4278	189
FBgn0035947	2132	1961.02	49.5613	813
FBgn0035782	659	488.365	0.244788	1
FBgn0036563	1149	978.017	0	0
FBgn0040087	2769.35	2598.36	44.5358	968
FBgn0038820	999	828.017	0.000105	0.001
FBgn0037491	1179.7	1008.72	12.4438	105
FBgn0030011	1545	1374.02	1.43873	16.536
FBgn0261439	2636.95	2465.96	91.2846	1883
FBgn0026630	1781.66	1610.68	52.8451	712
FBgn0033850	1412	1241.02	0.192658	2
FBgn0003559	2593.14	2422.16	61.8418	1253
FBgn0024330	1722.21	1551.22	16.1742	209.877
FBgn0034909	2106	1935.02	8.4021	136
FBgn0051547	3529.77	3358.78	0.35592	10
FBgn0034237	2561.23	2390.24	317.139	6341
FBgn0267384	1882.65	1711.67	52.9982	758.834
FBgn0034553	1802	1631.02	0	0
FBgn0037920	1458	1287.02	6.56984	70.73
FBgn0032335	506	335.448	0	0
FBgn0031946	1236	1065.02	0.112248	1
FBgn0260437	509	338.447	0	0
FBgn0001233	2713.24	2542.25	1559.49	33164
FBgn0031941	547	376.418	0	0
FBgn0050479	598	427.406	0	0
FBgn0000227	1352	1181.02	0	0
FBgn0030809	6566.26	6395.28	45.087	2412
FBgn0028853	1048	877.017	0	0
FBgn0031229	1270.62	1099.63	32.1794	296
FBgn0263000	485	314.463	0	0
FBgn0036318	1571.64	1400.66	108.479	1271
FBgn0029711	3106.2	2935.22	4.86872	119.542
FBgn0027338	2287.06	2116.08	137.563	2435
FBgn0040773	425.303	254.796	337.655	719.667
FBgn0051858	718	547.346	1.31046	6
FBgn0263353	4519	4348.01	0.155317	5.649
FBgn0283503	5722	5551.02	10.5095	488
FBgn0000552	652	481.369	0	0
FBgn0033447	3560.03	3389.05	0.176371	5.001
FBgn0038708	1188	1017.02	0.352636	3
FBgn0028415	241	70.617	0	0
FBgn0034741	560.659	390.068	6.12949	20
FBgn0032631	1266	1095.02	0.109172	1
FBgn0039041	429	258.487	0	0
FBgn0259151	1949	1778.02	0.067235	1
FBgn0029914	1891.01	1720.03	17.9316	258
FBgn0028887	5860	5689.02	0	0
FBgn0038210	860	689.252	0	0
FBgn0037038	913	742.241	0.16106	1
FBgn0259184	639.355	468.729	2.29538	9
FBgn0037016	2532	2361.02	9.6203	190
FBgn0020503	4366.15	4195.17	24.4496	858
FBgn0011706	901	730.241	3.43785	21
FBgn0051427	1182	1011.02	0.236486	2
FBgn0260386	2260.53	2089.55	0.45769	8
FBgn0029656	1659	1488.02	0.241017	3
FBgn0040227	2012	1841.02	196.557	3027
FBgn0020618	1110.49	939.503	3189.49	25066
FBgn0032157	3076	2905.02	25.6374	623
FBgn0031469	1813	1642.02	0.145608	2
FBgn0040075	1713.68	1542.7	46.3398	598
FBgn0285911	2741	2570.02	47.4924	1021
FBgn0039634	3211	3040.02	29.7295	756.014
FBgn0004797	2107.99	1937	8.27088	134.013
FBgn0038629	3568	3397.02	0.070464	2.003
FBgn0264344	514.172	343.616	0.55229	1.587
FBgn0030050	650.811	480.184	0.248958	1
FBgn0031453	1069.94	898.987	170.744	1284
FBgn0038989	1307	1136.02	34.8319	331
FBgn0266521	1881.21	1710.23	73.1159	1046
FBgn0039286	3699.99	3529.01	0.20325	6
FBgn0002577	3405	3234.02	4.0031	108.294
FBgn0010225	2833.75	2662.77	514.05	11450
FBgn0032252	2639.62	2468.64	3.05082	63
FBgn0036936	1397	1226.02	0	0
FBgn0000543	2204	2033.02	31.5179	536
FBgn0052379	1238	1067.02	0	0
FBgn0011741	1347	1176.02	64.3464	633
FBgn0028952	2183.12	2012.13	3.14886	53
FBgn0259968	360	189.541	0	0
FBgn0024998	1952	1781.02	11.6949	174.234
FBgn0035645	1633	1462.02	0.081768	1
FBgn0038008	2406	2235.02	0	0
FBgn0037294	1290	1119.02	0	0
FBgn0000303	3671.95	3500.97	0.068419	2.004
FBgn0267521	1934	1763.02	2556.2	37697.9
FBgn0011660	3040	2869.02	10.8753	261
FBgn0026430	3263.86	3092.88	25.5431	660.847
FBgn0051354	2347	2176.02	8.50712	154.85
FBgn0030729	1096	925.017	0.258472	2
FBgn0037747	1420.19	1249.21	30.1947	315.524
FBgn0013767	654	483.367	0.247318	1
FBgn0052238	2030	1859.02	0.064306	1
FBgn0016726	329.475	159.039	5636.81	7499
FBgn0030982	682	511.36	0	0
FBgn0027599	1757	1586.02	17.5623	233
FBgn0033961	477	306.467	81.9162	210
FBgn0039010	2919	2748.02	0.043503	1
FBgn0035253	3747.9	3576.92	84.389	2525
FBgn0262001	604	433.404	0.276259	1.002
FBgn0050447	799.333	628.637	0	0
FBgn0037022	1601	1430.02	6.68779	80
FBgn0033426	1797.44	1626.46	26.0772	354.789
FBgn0261612	3994	3823.02	0.03127	1
FBgn0028644	4197.36	4026.38	0.092026	3.099
FBgn0037685	1179	1008.02	0.592975	5
FBgn0001128	1702.33	1531.34	16.5541	212.052
FBgn0051864	688.167	517.522	32.9996	142.858
FBgn0034576	712	541.349	160.543	727
FBgn0036838	2522	2351.02	4.59884	90.442
FBgn0040763	557.675	387.102	3.39704	11
FBgn0004903	2531.42	2360.43	24.1621	477.081
FBgn0053784	552	381.416	0	0
FBgn0027793	870	699.246	3.7612	22
FBgn0037930	640	469.374	420.496	1651
FBgn0260452	657	486.366	0	0
FBgn0032248	943	772.233	31.2428	201.82
FBgn0051617	1023	852.017	0.253068	1.804
FBgn0043535	558	387.414	0	0
FBgn0040208	2585.75	2414.77	35.2117	711.259
FBgn0038029	945	774.147	0	0
FBgn0085450	7171.65	7000.67	28.6548	1678.04
FBgn0038968	6384	6213.02	13.161	684
FBgn0085283	318	147.568	0.810106	1
FBgn0032921	700.186	529.536	17.7845	78.778
FBgn0034272	1905	1734.02	0.068941	1
FBgn0010501	1749	1578.02	9.60357	126.768
FBgn0264341	789	618.305	0.386688	2
FBgn0002940	1588	1417.02	0.084364	1
FBgn0034352	1726	1555.02	0	0
FBgn0015585	358.5	188.041	0	0
FBgn0038678	456	285.474	45.645	109
FBgn0069056	879	708.244	0	0
FBgn0015926	2351.78	2180.79	11.6424	212.384
FBgn0032688	3086.68	2915.7	18.7373	457
FBgn0020639	519	348.441	0	0
FBgn0266448	1925	1754.02	0.033049	0.485
FBgn0032404	951.243	780.479	273.102	1783
FBgn0024889	2322	2151.02	25.2872	455
FBgn0034187	3439.64	3268.66	1.36926	37.439
FBgn0029836	950.333	779.523	0	0
FBgn0053688	528	357.427	0	0
FBgn0263864	4829.92	4658.93	21.1947	826
FBgn0011290	1031.5	860.58	57.371	413.001
FBgn0053257	993	822.167	0	0
FBgn0037838	2022	1851.02	4.32711	67
FBgn0030364	1251	1080.02	40.9548	370
